id,ingri,price,subscribe,bigcat,smallcat,imageurl,quantity,keyword
3221,[새로미부산어묵] 제주광어크랩 어묵바,"4,000원",국산 광어살과 황게살로 감칠맛을 살린,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/158796416293l0.jpg,어묵바,제주광어크랩
3222,[콜린스 다이닝] 뿌리채소 비건만두,"5,100원",식감이 살아 있는 만두,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1624606271840l0.jpg,,뿌리채소
3223,[킨더가든] 애호박 감자채전,"4,500원",앙증맞은 크기로 담백하게 완성한,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619402635274l0.jpg,,애호박
3224,[킨더가든] 우리아이 옥수수전,"3,600원",톡톡 터지는 달콤함,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619403126943l0.jpg,,우리아이
3225,[파아프] 검은콩 템페 100g,"4,000원",검은콩으로 만들어 더 고소해진 템페!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/162184536071l0.jpg,100g,템페
3226,[풀무원] 국산 부침&찌개두부 기획세트 (300g x 2팩),"4,980원",두루 사용하는 우리콩 두부하는 우리콩 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1618818012467l0.jpg,300g x 2팩,x
3227,[풀무원] SOGA 부드러운 찌개두부,"1,200원",술술 넘어가는 부드러운 맛술 넘어가는 부드러운 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619487135321l0.jpg,,부드러운
3228,[풀무원] SOGA 단단한 부침두부,"1,300원",고소하게 즐기는 밥반찬,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619486368462l0.jpg,,단단한
3229,[풀무원] 한끼 연두부 2개입,"2,780원",가볍고 깔끔한 한 끼,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1618818275614l0.jpg,2개입,연두부
3230,[맑은물에] 두부면 2종,"2,400원",가볍게 즐기는 면 요리,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1618551196185l0.jpg,2종,두부면
3231,[Kurly's] 쫄깃쫄깃 사각 어묵,"2,200원",특유의 쫄깃 고소한 매력이 듬뿍,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1627298312552l0.jpg,,사각
3232,[와카메] 어묵탕 모듬세트,"7,900원",팔팔 우러나는 어묵탕의 깊은 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1539682338768l0.jpg,,어묵탕
3233,[한둘] 뼈튼튼 칼슘 두부,"2,800원",칼슘을 더한 영양만점 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1595403925173l0.jpg,,칼슘
3234,[고래사] 어소떡소떡,"3,000원",한입씩 쏙 빼 먹는 재미,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1600926111189l0.jpg,,[고래사]
3235,[맛있게 한끼] 국산콩 콩비지,"2,900원",맛도 영양도 그대로 담아낸,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594884733702l0.jpg,,국산콩
3236,[전통부산어묵 by.고래사] 부추 어묵 210g,"3,200원",부추를 송송 썰어 넣어 향긋한,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1565678735498l0.jpg,210g,어묵
3237,[삼진어묵] 깐깐한 꼬지용 요리어묵,"5,800원",간편하게 준비하는 어묵탕,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1623828996619l0.jpg,,꼬지용
3238,[한둘] 국산 청포 건조묵,"4,000원",두루 활용하는 만능 식재료,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1603778528693l0.jpg,,청포
3239,[집반찬연구소] 명절한정 추석 메인요리 세트 (예약일 수령),"49,900원",필수 요리를 소담히 담은,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1629946549459l0.jpg,,(예약일
3240,[고래사] 고래바 6종,"2,160원",다양하게 즐기는 쫄깃한 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1620026761777l0.jpg,6종,고래바
3241,[전통부산어묵 by.고래사] 땡초봉 어묵,"5,500원",고추로 매콤함을 더한,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1565677935846l0.jpg,,땡초봉
3242,[더플랜] 목련 사각꼬치 어묵 (5입),"4,900원","[극한직업 ""어묵""편 방송] 입안 가득 채워지는 탱글한 식감",국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1604470180413l0.jpg,5입,어묵
3243,[고래사] 한입 어묵 3종,"3,000원",한입 가득 즐기는 풍성한 식감,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1623218396700l0.jpg,3종,어묵
3244,[농협두부] 내린천 원당 미니 두부 120g,"1,100원",한 끼에 즐기는 소용량 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1608527302264l0.jpg,120g,두부
3245,[두부씨의 건강한끼] 참깨 두부면 샐러드,"6,800원",부담 없이 든든한 한 끼,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1623730912161l0.jpg,,두부면
3246,[맑은물에] 국산 편리한 2컵 두부,"2,400원",남김 없이 사용하는 국산 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1629163681612l0.jpg,,2컵
3247,[전통부산어묵 by.고래사] 상천어묵 300g,"3,300원",활용도 높은 사각어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1565677702492l0.jpg,300g,상천어묵
3248,[맛있게 한끼] 국산콩 두부 (찌개용),"1,900원",보글보글 찌개에 넣는 고소한 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1587105797595l0.jpg,,두부
3249,[진가네반찬] 명절한정 4인 가족 상차림 골라담기 9/20(월) 수령,"15,800원",한 번에 준비하는 4인 가족 명절 상,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/163004284244l0.jpg,,9/20(월)
3250,[탐나는 밥상] 감자전,"5,500원",쫀득한 식감의 일품 전,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1544424204771l0.jpg,,밥상]
3251,[부침명장] 녹두 빈대떡,"6,890원",숙주와 김치로 맛을 더한 녹두 빈대떡!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1600410333137l0.jpg,,녹두
3252,[진실된손맛] 모둠전 진실 3종(꼬치산적&완자전&녹두전),"7,500원",다채롭게 즐기는 별미 전 요리,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594098718761l0.jpg,3종,진실
3253,[오마뎅] 어묵 7종 (냉동),"3,500원",다채롭게 사용하는 매일 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1592890862339l0.jpg,,7종
3254,[삼진어묵] 우리가족 깐깐한 얇은사각어묵 2개입,"4,360원",얇은 두께로 더욱 쫄깃하게,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/160827378333l0.jpg,2개입,얇은사각어묵
3255,[미자언니네] 녹두전 반죽 (냉동),"8,740원",집에서 간편히 부치는 녹두전,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1578647136873l0.jpg,,반죽
3256,[부침명장] 한입아삭 김치전,"3,468원",살짝 구워서 완성하는 간편한 전 요리,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1562306917228l0.jpg,,한입아삭
3257,[잔다리마을] 잔다리 전두부 청서리태,"4,000원",[MD추천] 연둣빛 이 은은하게 감도는 푸딩스타일의 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1574849196500l0.jpg,,전두부
3258,[농협두부] 내린천 국산콩 원당 두부 부침용 300g,"2,190원",밥반찬 재료로 손색없는,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1602823552249l0.jpg,300g,부침용
3259,[도리깨침] 명절한정 추석 상차림 골라담기 (9/19 일 수령),"4,600원",정성을 담은 명절 음식,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630633146874l0.jpg,수령),일
3260,[풀무원] 큐브두부 바질 마리네이드,"2,900원",향긋하고 담백한 고단백 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619492204981l0.jpg,,바질
3261,[탐나는 밥상] 명절한정 추석 상차림 골라담기 9/20 (월) 수령,"2,900원",간편하게 누리는 명절 음식,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611908333951l0.jpg,,(월)
3262,인산 9회 죽염두부 300g,"4,800원",인산가 죽염을 사용한 국산콩 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1622095061914l0.jpg,300g,죽염두부
3263,[고래사] 크림 치즈볼,"3,300원",쫄깃하게 퍼지는 고소한 풍미,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1620024537867l0.jpg,,크림
3264,[전통부산어묵 by.고래사] 모둠 어묵,"5,500원",맛과 멋을 더해주는 반찬용 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1565679065192l0.jpg,,모둠
3265,[와카메] 어묵 3종,"6,500원",오래 끓여도 퍼지지 않는 정통 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1539682179574l0.jpg,3종,어묵
3266,[진실된손맛] 명절한정 추석 상차림 골라담기 9/21 (화) 수령,"4,900원",정갈함이 돋보이는 한상 차림,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630474025899l0.jpg,,(화)
3267,[풀무원] 국산콩 나또 4종,"3,490원",4가지 맛으로 색다르게 즐기는 국산콩 나또,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1547024101235l0.jpg,4종,나또
3268,[한둘] 국산 도토리 탱탱묵,"4,500원",손쉽게 활용해보는 산뜻한 묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1603696736569l0.jpg,,도토리
3269,[맛있게 한끼] 국산콩 두부 (부침용),"1,900원",단단하고 고소한 부침 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1587104789416l0.jpg,,두부
3270,[미자언니네] 호두 수수부꾸미 (냉동),"13,800원",고소함을 담은 전통 주전부리,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1578624792518l0.jpg,,수수부꾸미
3271,[한둘] 무농약콩 순두부,"1,900원",탱글탱글한 국산 콩 순두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1593670004433l0.jpg,,무농약콩
3272,[느린마을] 소고기 육전,"7,500원",달걀물 입은 부드러운 홍두깨살,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1589526644894l0.jpg,,소고기
3273,[박가네빈대떡] 고기 녹두빈대떡,"7,900원",손쉽게 누리는 전통의 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594364291344l0.jpg,,고기
3274,[한둘] 국산 도토리묵,"4,700원",쌉쌀한 맛과 부드러운 식감,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594026846643l0.jpg,,국산
3275,[김구원선생] 서리태 두부 125g,"1,950원",서리태콩으로 만든 미니두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1605158213874l0.jpg,125g,두부
3276,[진가네반찬] 명절한정 상차림 골라담기 9/20(월) 수령,"4,900원",명절 음식의 수고를 덜어 줄,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630312945151l0.jpg,,9/20(월)
3277,[풀무원] 두부면 2종,"2,600원",식물성 단백질이 듬뿍 담긴 이색 면,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1591686295529l0.jpg,2종,두부면
3278,[한둘] 무농약콩 순콩비지,"2,600원",식감이 살아있는 콩비지 한 그릇,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1603693522263l0.jpg,,무농약콩
3279,[종가집] 아침에on 국산콩 고소한 두부 반모 2종,"2,200원",국내산 두부로 만든 찌개용/부침용 두부 반모,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1537429075412l0.jpg,2종,반모
3280,[집반찬연구소] 명절한정 추석 대가족 세트 (예약일 수령),"89,900원",온 가족이 풍성히 즐기는 추석 세트,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1629946840390l0.jpg,,(예약일
3281,[고래사] 새우볼,"3,300원",탱글하게 씹히는 통새우,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/162002409356l0.jpg,,[고래사]
3282,[고래사] 사각어묵 3종,"3,800원",탱글탱글함이 남다른 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1617785361428l0.jpg,3종,사각어묵
3283,[효성어묵] 야채사각,"2,500원",활용도 높은 기본 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1599716737519l0.jpg,,[효성어묵]
3284,[한둘] 무농약콩 연두부,"1,300원",국산 콩으로 건강하게 즐기는,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1593670119492l0.jpg,,무농약콩
3285,[Sea to Table] 매생이전 500g(냉동),"8,700원",굽기만 하면 완성되는 바다의 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1545184382215l0.jpg,500g,매생이전
3286,[박가네빈대떡] 해물 녹두빈대떡,"7,900원",해물이 콕콕 씹히는,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594363467146l0.jpg,,해물
3287,[평창] 쥐눈이콩 나또 10개입,"11,500원",평창 검정약콩 나또,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630904578584l0.jpg,10개입,나또
3288,[진가네반찬] 깻잎전,"8,900원",향긋하고 정갈한 한 접시,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1531288148523l0.jpg,,[진가네반찬]
3289,[정미경키친] 명절한정 추석 상차림 골라담기 (9/21 화 수령),"8,500원",명절을 맛있게 누리는 방법,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1629454009350l0.jpg,,화
3290,[풀무원] 뽀로로 연두부,"1,480원",귀여운 뽀로로 얼굴 모양의 유기농 대두로 만든 연두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1617252516953l0.jpg,,뽀로로
3291,[제주감성] 서귀포 은갈치 사각어묵,"6,500원",두루 활용하는 탱글한 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611734285139l0.jpg,,은갈치
3292,[자연에찬] 전 반죽 3종 (냉동),"5,600원",손쉽게 구워 맛있게 먹는 전 반죽,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1536729291195l0.jpg,3종,3종
3293,[더플랜] 목련 종합꼬치 어묵 (3입),"4,900원",[극한직업 어묵편 방송] 각양각색의 어묵을 한 꼬치에,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1604471584806l0.jpg,3입,어묵
3294,[마이셰프] 명절한정 추석 상차림 골라담기 9/20 (월) 수령,"8,900원",복잡한 명절 요리도 간단하게,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/163090875298l0.jpg,,(월)
3295,[정미경키친] 명절한정 추석 상차림 골라담기 (9/18 토 수령),"8,500원",명절을 맛있게 누리는 방법,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630633776580l0.jpg,,토
3296,"동해물, 우리콩 두부 380g","3,800원","컬리가 제대로 만든 국산 콩 100% 무첨가 두부, 전통방식 그대로 만들었습니다.",국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/160505839525l0.jpg,380g,두부
3297,[김구원선생] 전통 순두부 400g,"1,700원",국산 콩이 부드럽게 응축된,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1622194746628l0.jpg,400g,순두부
3298,[탐나는 밥상] 김치전,"4,900원",드문드문 생각나는 추억의 전,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1544426096454l0.jpg,,밥상]
3299,[박가네빈대떡] 녹두빈대떡,"7,200원",집에서 즐기는 맛집 빈대떡,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594361880671l0.jpg,,[박가네빈대떡]
3300,[으뜸] 제주콩 낫또,"2,300원",엄선한 제주콩으로 만든 영양 낫또,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611038304989l0.jpg,,제주콩
3301,[탐나는 밥상] 녹두전,"6,150원",투박하면서도 고소한 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1544427733126l0.jpg,,밥상]
3302,[행복한콩] 모닝두부 3종,"1,300원",모닝두부로 간편하게 아침식사를 즐겨보세요!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1477288613248l0.jpg,3종,모닝두부
3303,[농협두부] 내린천 국산콩 원당 순두부 350g,"1,700원",부드럽고 담백한 맛이 일품,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1602813195164l0.jpg,350g,순두부
3304,[풀무원] 국산콩 꼬마 나또 2종,"3,580원",아이도 부담 없이 즐기는 국산콩 나또,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619053866422l0.jpg,2종,나또
3305,[으뜸] 검정약콩 낫또,"2,600원",국산 검정 약콩의 구수한 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/161103859886l0.jpg,,검정약콩
3306,[미자언니네] 전 6종,"7,176원",명절 준비의 수고로움을 덜어줄 기획 상품,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/156680149651l0.jpg,6종,전
3307,[탐나는 밥상] 명절한정 추석 상차림 골라담기 9/19 (일) 수령,"2,900원",간편하게 누리는 명절 음식,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1631068206731l0.jpg,,(일)
3308,[파아프] 템페,"5,000원",고소한 맛과 진한 풍미의 템페!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/158320347143l0.jpg,,[파아프]
3309,[전통부산어묵 by.고래사] 모둠 어묵 270g,"4,500원",7가지 어묵이 선사하는 다채로움,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1565678948863l0.jpg,270g,어묵
3310,[진실된손맛] 모둠전 손맛 3종(동태전&완자전&깻잎전),"7,900원",각양각색 전을 한 번에,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1594098625943l0.jpg,3종,손맛
3311,[모노키친] 야채 고로케,"5,900원",갖은 야채를 채워 만든 고로케,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1610420433894l0.jpg,,야채
3312,[마켓컬리X아워홈] 포두부 화이트,"4,500원",알차게 즐기는 포두부의 색다른 매력,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/162373601953l0.jpg,,포두부
3313,[Kurly's] 탱글탱글 국탕용 종합 어묵,"3,300원",각양각색 어묵으로 완성하는 어묵탕,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1628506245479l0.jpg,,종합
3314,[광화문 미진] 메밀 고기 손만두,"5,900원",메밀국수의 단짝 메뉴,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611125842117l0.jpg,,고기
3315,[와코] 사각유부,"4,600원",남다른 유부초밥의 비결!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1548744197291l0.jpg,,[와코]
3316,[진가네반찬] 명절한정 4인 가족 상차림 골라담기 9/21(화) 수령,"15,800원",한 번에 준비하는 4인 가족 명절 상차림,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630042979505l0.jpg,,9/21(화)
3317,[부침명장] 꼬지없이 부쳐낸 오미산적,"8,200원",간편하게 즐기는 다채로운 맛!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1578469904732l0.jpg,,부쳐낸
3318,[삼진어묵] 깐깐한 떡볶이용 요리어묵,"5,800원",손쉽게 준비하는 떡볶이 재료,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1623828852945l0.jpg,,떡볶이용
3319,[두부씨의 건강한끼] 포두부 라자냐,"11,500원",포두부가 선사하는 색다른 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1616552088457l0.jpg,,포두부
3320,[진실된손맛] 명절한정 추석 상차림 골라담기 9/20 (월) 수령,"4,900원",정갈함이 돋보이는 한상 차림,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611896918586l0.jpg,,(월)
3321,[고래사] 프리미엄 어묵 2종,"3,500원",더욱 풍부하게 즐기는 담백한 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1623219588523l0.jpg,,어묵
3322,[미도어묵] 어묵바 5종,"1,900원",쫄깃한 여육에 속재료가 듬뿍,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1535357556982l0.jpg,,어묵바
3323,[오마뎅] 볼 어묵 2종,"4,200원",쫄깃한 한 입 사이즈 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1616658866718l0.jpg,,어묵
3324,[오뉴잇] 짜서 만드는 어묵 4종,"4,400원",내 손으로 만드는 각양각색 어묵,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1607057401672l0.jpg,,어묵
3325,[신앙촌] 하루 한끼 미니 두부,"1,300원",남는 두부에 대한 걱정 없이 즐기는,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1548206432653l0.jpg,,미니
3326,[오마뎅] 모듬 어묵탕,"8,900원",쫄깃한 어묵과 육수의 깊은 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1616656012474l0.jpg,,모듬
3327,[집반찬연구소] 명절한정 추석 주안상 세트 (예약일 수령),"39,900원",센스 만점 안주 상차림,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1629946266973l0.jpg,,(예약일
3328,[다루마] 낫또,"2,700원",쫀쫀하고 오밀조밀한 식감,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1606891052757l0.jpg,,[다루마]
3329,[두부씨의 건강한끼] 채소듬뿍 비빔 두부면 샐러드,"6,300원",탄수화물 걱정 없는 면 요리,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1610095696332l0.jpg,,두부면
3330,[미자언니네] 육전 (냉동),"9,936원",달걀을 입힌 부드러운 소고기,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1578633017187l0.jpg,,육전
3331,[부침명장] 깻잎전,"8,790원",향긋한 깻잎향의 깻잎전!,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1600237760984l0.jpg,,[부침명장]
3332,[진실된손맛] 명절한정 추석 상차림 골라담기 9/19 (일) 수령,"4,900원",정갈함이 돋보이는 한상 차림,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1631067976955l0.jpg,,(일)
3333,[한둘] 국산 도토리 건조묵,"3,500원",쫄깃쫄깃 색다른 매력,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1603777628403l0.jpg,,도토리
3334,[탐나는 밥상] 명절한정 추석 상차림 골라담기 9/18 (토) 수령,"2,900원",간편하게 누리는 명절 음식,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611908338150l0.jpg,,(토)
3335,[사조대림] 쏙 크라비아 2종,"2,480원","카나페부터 안주까지, 다양하게 활용하는",국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1604033556169l0.jpg,,크라비아
3336,[진가네반찬] 명절한정 상차림 골라담기 9/21(화) 수령,"4,900원",명절 음식의 수고를 덜어 줄,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1630313123756l0.jpg,,9/21(화)
3337,[고래사] 랍스터어묵 (김밥용),"3,300원",결대로 찢어지는 담백한 맛,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1600926330269l0.jpg,,랍스터어묵
3338,[풀무원] 두부텐더,"7,980원",고기도 부럽지 않은 든든한 매력,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619497713983l0.jpg,,[풀무원]
3339,[미자언니네] 김치치즈전 반죽,"6,800원",새콤한 김치전과 치즈의 만남,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1566884728222l0.jpg,,김치치즈전
3340,[마이셰프] 명절한정 추석 상차림 골라담기 9/18 (토) 수령,"8,900원",복잡한 명절 요리도 간단하게,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1611897166363l0.jpg,,(토)
3341,[맑은물에] 참좋은 국산콩 순두부,"1,500원",부드럽고 고소한 두부,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1615774271260l0.jpg,,국산콩
3342,[김구원선생] 전통 두부 300g,"2,800원",국산콩 100% (1모/300g),국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1550112008941l0.jpg,300g,두부
3343,[진가네반찬] 부추겉절이와 소고기육전,"16,000원",서로 다른 두 메뉴의 어울림,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1531287349538l0.jpg,,부추겉절이와
3344,[풀무원] 생순도토리묵 300g x 2개입 기획세트,"3,490원",도토리의 쌉싸름한 매력 그대로,국·반찬·메인요리,두부·어묵·부침개,https://img-cf.kurly.com/shop/data/goods/1619498466706l0.jpg,300g x 2개입,2개입
