id,ingri,price,subscribe,bigcat,smallcat,imageurl,quantity,keyword
153,유기농 느타리 버섯 200g,"1,500원",쫄깃한 식감에 풍부한 맛과 건강까지,채소,,https://img-cf.kurly.com/shop/data/goods/160006782251l0.jpg,200g,버섯
154,아이스 황토가마 군고구마 120g,"1,980원",달콤하고 쫀득한 식감이 매력적인,채소,,https://img-cf.kurly.com/shop/data/goods/1600306938512l0.jpg,120g,군고구마
155,국산 냉동 매운 칼라 고추 100g,"3,990원",매콤함과 새콤함을 더해 주는 더 매운 칼라 고추,채소,,https://img-cf.kurly.com/shop/data/goods/1598243929639l0.jpg,100g,고추
156,국산 냉동 콜리&브로 믹스 300g,"5,490원",음식의 색감과 식감을 살려주는 국산 컬리플라워,채소,,https://img-cf.kurly.com/shop/data/goods/1598243763574l0.jpg,300g,"컬리플라워,브로콜리"
157,텃밭 채소 씨앗 10종,"1,000원",직접 가꾸고 수확하는 텃밭 채소,채소,,https://img-cf.kurly.com/shop/data/goods/1599554618183l0.jpg,10종,씨앗
158,새싹 채소 씨앗 10종,"1,500원",직접 길러 먹는 영양 가득 새싹,채소,,https://img-cf.kurly.com/shop/data/goods/1599542852741l0.jpg,10종,씨앗
159,유기농 양파 1.5kg,"3,990원",건강하게 누리는 단골 식재료,채소,,https://img-cf.kurly.com/shop/data/goods/1598336948521l0.jpg,1.5kg,양파
160,미니 파프리카 200g,"3,990원",아담하고 알록달록한,채소,,https://img-cf.kurly.com/shop/data/goods/1598337198590l0.jpg,200g,파프리카
161,흙쪽파 300g,"3,990원",신선하게 만나는 활용도 만점 쪽파,채소,,https://img-cf.kurly.com/shop/data/goods/1598607334707l0.jpg,300g,쪽파
162,삼겹살용 모둠쌈 350g,"6,490원",한 팩이면 쌈채소 준비 끝,채소,,https://img-cf.kurly.com/shop/data/goods/1599464587297l0.jpg,350g,모둠쌈
163,릭 350g,"9,990원",다채롭게 활용되는 서양 대파 (350g 내외),채소,,https://img-cf.kurly.com/shop/data/goods/1505902207930l0.jpg,350g,릭
164,[선물세트] 온담 알찬견과 혼합세트,"39,000원",표고버섯45g*2/표고채40g*2/호두70g*2/아몬드140g*2,채소,,https://img-cf.kurly.com/shop/data/goods/159705269430l0.jpg,,견과
165,[선물세트] 온담 견과 흑화고 혼합세트,"49,000원",흑화고180g/표고채25g*2/소립25g*2/호두100g*2/아몬드140g*2,채소,,https://img-cf.kurly.com/shop/data/goods/1597052457622l0.jpg,,흑화고
166,[선물세트] 온담 표고 3종세트,"39,000원",표고채40g*4/소립25g*3/가루60g*2,채소,,https://img-cf.kurly.com/shop/data/goods/159739884620l0.jpg,,표고
167,미니 양배추 (브뤼셀 스프라우트) 200g,"5,190원","작아진 양배추, 맛과 영양은 더 커졌어요 (200g)",채소,,https://img-cf.kurly.com/shop/data/goods/1519976664330l0.jpg,200g,양배추
168,친환경 무 1통,"2,990원",식탁 위의 만능 식재료,채소,,https://img-cf.kurly.com/shop/data/goods/1615448545154l0.jpg,1통,무
169,[야채랑] 튀긴마늘칩,"6,100원",아리지 않아 가정 요리에 제격,채소,,https://img-cf.kurly.com/shop/data/goods/1597820564310l0.jpg,,튀긴마늘칩
170,[야채랑] 튀긴대파,"5,500원",다양한 가정식에 풍미를 톡톡,채소,,https://img-cf.kurly.com/shop/data/goods/1597820472172l0.jpg,,튀긴대파
171,[야채랑] 냉동 조각 옥수수 10입,"4,400원","스테이크 가니쉬로, 바비큐 구이로",채소,,https://img-cf.kurly.com/shop/data/goods/1597820372142l0.jpg,10입,옥수수
172,베이비 시금치,"2,800원",은은한 단맛 품은 어린 잎,채소,,https://img-cf.kurly.com/shop/data/goods/1596172925500l0.jpg,,베이비
173,생 파슬리 15g,"1,190원",요리를 완성하는 마무리 허브(15g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1592972575568l0.jpg,15g,파슬리
174,건고추 40g,"3,690원",요리에 풍미를 더해주는,채소,,https://img-cf.kurly.com/shop/data/goods/1594187467922l0.jpg,40g,건고추
175,[Kurly's] 냉동 다진마늘,"5,980원",1알씩 바로 쓰기 좋은 국내산 다진마늘 큐브,채소,,https://img-cf.kurly.com/shop/data/goods/1604991500821l0.jpg,,냉동
176,[간편 샐러드] 손질 로메인 40g,"1,800원",부드럽고 산뜻한 매력(40g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591945999493l0.jpg,40g,로메인
177,애플민트 10g,"1,490원",달콤하고 상큼한 매력(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591854458157l0.jpg,10g,애플민트
178,친환경 꽃송이 버섯 100g,"7,490원","아름다운 모양, 보들보들한 식감(100g/1팩)",채소,,https://img-cf.kurly.com/shop/data/goods/159538418389l0.jpg,100g,버섯
179,친환경 참송이 버섯 120g,"8,490원",송이와 표고의 장점만을 담은 참송이버섯(120g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1595383920825l0.jpg,120g,버섯
180,조각 양배추 500g,"1,790원",신선하게 즐기는 아삭 달큰한 채소,채소,,https://img-cf.kurly.com/shop/data/goods/1623995750202l0.jpg,500g,양배추
181,한통 양배추,"2,990원",아삭한 잎에 깃든 달콤함,채소,,https://img-cf.kurly.com/shop/data/goods/1623995611623l0.jpg,,한통
182,유기농 애플민트 10g,"1,990원",건강한 초록잎에 깃든 상큼함(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1592977247786l0.jpg,10g,애플민트
183,유기농 로즈마리 10g,"1,990원",건강하게 만나는 진한 향긋함(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1592975154202l0.jpg,10g,로즈마리
184,고구마 순 (적순) 200g,"2,700원",고구마 만큼 맛있는 아삭아삭 고구마 순,채소,,https://img-cf.kurly.com/shop/data/goods/1590714710715l0.jpg,200g,(적순)
185,돼지호박 1개,"2,990원",애호박보다 크고 통통한,채소,,https://img-cf.kurly.com/shop/data/goods/1592895497226l0.jpg,1개,돼지호박
186,[간편 샐러드] 손질 치커리 40g,"1,850원",활용도 높은 초록빛 채소,채소,,https://img-cf.kurly.com/shop/data/goods/1591670890819l0.jpg,40g,치커리
187,간편 삼계탕 재료 3입,"3,690원",,채소,,https://img-cf.kurly.com/shop/data/goods/1591752341654l0.jpg,3입,재료
188,능이버섯 백숙재료 135g,"5,980원",능이버섯으로 향긋해지는 백숙,채소,,https://img-cf.kurly.com/shop/data/goods/1591754154371l0.jpg,135g,백숙재료
189,햇 깐마늘 500g,"5,970원",껍질을 벗겨 간편한 마늘,채소,,https://img-cf.kurly.com/shop/data/goods/1590045258891l0.jpg,500g,깐마늘
190,친환경 청양고추 100g,"1,690원",알싸한 매운맛을 자랑하는,채소,,https://img-cf.kurly.com/shop/data/goods/1627372415502l0.jpg,100g,청양고추
191,친환경 저민 햇 마늘 50g,"3,290원",편썰기로 요리에 간편하게 이용하는 저민마늘,채소,,https://img-cf.kurly.com/shop/data/goods/1589269800286l0.jpg,50g,마늘
192,[네떼] 유러피안 루꼴라 믹스 200g,"4,800원",색다르게 즐기는 잎채소 믹스(200g/1봉),채소,,https://img-cf.kurly.com/shop/data/goods/1615427450134l0.jpg,200g,믹스
193,이유식 재료 친환경 베이비 시금치 50g,"2,200원",연하고 부드러운 이유식 용 베이비 시금치(50g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1585892674926l0.jpg,50g,시금치
194,이유식 재료 친환경 브로콜리 100g,"4,190원",간편한 이유식용 브로콜리(100g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1585892846858l0.jpg,100g,브로콜리
195,이유식 재료 친환경 양배추 1/4통,"1,490원",남길 걱정 없은 아삭달큰한 양배추(1/4통),채소,,https://img-cf.kurly.com/shop/data/goods/1585893298922l0.jpg,1/4통,양배추
196,이유식 재료 친환경 청경채 50g,"1,190원",부드러운 맛의 이유식용 청경채(50g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1585892483659l0.jpg,50g,청경채
197,이유식 재료 친환경 아욱 50g,"1,190원",영양 가득 부드러운 잎 채소(50g/1봉),채소,,https://img-cf.kurly.com/shop/data/goods/1585892051758l0.jpg,50g,아욱
198,친환경 꽈리고추 100g,"2,200원",부드럽게 톡 씹히는,채소,,https://img-cf.kurly.com/shop/data/goods/1627372956875l0.jpg,100g,꽈리고추
199,고춧잎 150g,"2,390원",여리고 고소한 맛,채소,,https://img-cf.kurly.com/shop/data/goods/1586999918706l0.jpg,150g,고춧잎
200,오이지 3입,"5,290원",국산 천일염만으로 절여진,채소,,https://img-cf.kurly.com/shop/data/goods/1587000014157l0.jpg,3입,오이지
201,동결건조 간편대파 30g,"3,900원",알싸한 대파의 맛과 향이 그대로(30g/1봉),채소,,https://img-cf.kurly.com/shop/data/goods/1591856977679l0.jpg,30g,간편대파
202,[버섯마루] 버섯 그대로,"8,900원",손쉽게 요리하는 다섯 가지 버섯,채소,,https://img-cf.kurly.com/shop/data/goods/1586133634272l0.jpg,,버섯
203,친환경 풋고추 100g,"1,700원",풋풋함을 가득 품은,채소,,https://img-cf.kurly.com/shop/data/goods/162737211797l0.jpg,100g,풋고추
204,[오일러스] 빛깔 좋은 실고추 10g,"1,500원",,채소,,https://img-cf.kurly.com/shop/data/goods/1589777108739l0.jpg,10g,실고추
205,절단 셀러리 500g,"3,490원",싱그러운 향의 아삭한 채소,채소,,https://img-cf.kurly.com/shop/data/goods/1584515159203l0.jpg,500g,셀러리
206,무농약 유러피안 소프트 샐러드 130g,"4,850원",부드럽게 즐기는 유럽형 잎채소,채소,,https://img-cf.kurly.com/shop/data/goods/1584679255839l0.jpg,130g,샐러드
207,냉동 아스파라거스 250g,"4,490원",필요할 때 꺼내 쓰는 간편 식재료,채소,,https://img-cf.kurly.com/shop/data/goods/1583820012383l0.jpg,250g,아스파라거스
208,조각 무 2조각,"1,990원",한 번에 사용하기 딱 좋은,채소,,https://img-cf.kurly.com/shop/data/goods/1583297303173l0.jpg,2조각,무
209,친환경 만가닥버섯 2종 (흰색/갈색),"1,300원",동글동글 귀여운 갓이 매력적인,채소,,https://img-cf.kurly.com/shop/data/goods/1583297457921l0.jpg,,2종
210,고수 30g,"4,490원",점점 빠져드는 이국적인 향(30g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591856893973l0.jpg,30g,고수
211,한끼 파프리카 1입 2종,"1,881원",필요한 만큼 쓰는 색색의 아삭함,채소,,https://img-cf.kurly.com/shop/data/goods/1582691767355l0.jpg,2종,1입
212,새싹 모둠 채소 100g,"1,650원",생명력을 지닌 다채로운 새싹 채소,채소,,https://img-cf.kurly.com/shop/data/goods/1582272438426l0.jpg,100g,채소
213,한끼 양송이 3입,"1,990원",그대로 요리에 더하는 손질 양송이,채소,,https://img-cf.kurly.com/shop/data/goods/1582702595820l0.jpg,3입,양송이
214,한끼 깐마늘 100g,"1,700원",소용량으로 부담없이 이용하는 한끼 깐마늘,채소,,https://img-cf.kurly.com/shop/data/goods/1583220729606l0.jpg,100g,깐마늘
215,한끼 오이맛고추 80g,"1,090원",한끼 식사로 딱 알맞은 소용량 오이맛 고추,채소,,https://img-cf.kurly.com/shop/data/goods/1583220626997l0.jpg,80g,오이맛고추
216,한끼 감자 300g,"1,790원",보관 걱정 없이 소용량 포장으로,채소,,https://img-cf.kurly.com/shop/data/goods/1583288578136l0.jpg,300g,감자
217,한끼 햇 양파 2입,"1,490원",소용량으로 냉장고를 가볍게,채소,,https://img-cf.kurly.com/shop/data/goods/1583301265186l0.jpg,2입,양파
218,한끼 대파 250g,"1,400원",필요한 만큼만 쏙 담은 한끼 대파,채소,,https://img-cf.kurly.com/shop/data/goods/1583225836308l0.jpg,250g,대파
219,한끼 당근 1개,"1,300원",딱 하나만 필요할 때 한끼 당근,채소,,https://img-cf.kurly.com/shop/data/goods/1583285919646l0.jpg,1개,당근
220,동결건조 다진생강 20g,"3,900원",물만 부어 간편하게 사용하는 동결건조 다진 생강,채소,,https://img-cf.kurly.com/shop/data/goods/1581482192309l0.jpg,20g,다진생강
221,한끼 샐러리잎 50g,"1,690원",쌉쌀하고 개운한 풍미,채소,,https://img-cf.kurly.com/shop/data/goods/1581917548594l0.jpg,50g,샐러리잎
222,한끼 모둠쌈 100g,"2,890원",부담 없이 즐기는 다양한 쌈 채소,채소,,https://img-cf.kurly.com/shop/data/goods/158191768881l0.jpg,100g,모둠쌈
223,한끼 적근대 40g,"1,790원",생으로 즐기기 좋은 붉은색 근대,채소,,https://img-cf.kurly.com/shop/data/goods/1581922575419l0.jpg,40g,적근대
224,한끼 적겨자 50g,"2,390원",알싸한 풍미의 적색 겨자잎,채소,,https://img-cf.kurly.com/shop/data/goods/1581919806436l0.jpg,50g,적겨자
225,한끼 적치커리 40g,"1,890원",쌉싸래한 향이 매력적인 컬러푸드,채소,,https://img-cf.kurly.com/shop/data/goods/1581926073661l0.jpg,40g,적치커리
226,한끼 쌈추 40g,"2,190원",배추와 양배추의 장점만 살린,채소,,https://img-cf.kurly.com/shop/data/goods/1581917416397l0.jpg,40g,쌈추
227,한끼 치커리 60g,"1,490원",간편하게 사용하는 잎채소,채소,,https://img-cf.kurly.com/shop/data/goods/1581924773167l0.jpg,60g,치커리
228,한끼 쌈케일 40g,"1,300원",아삭하게 즐기는 소용량 채소,채소,,https://img-cf.kurly.com/shop/data/goods/1581925163566l0.jpg,40g,쌈케일
229,한끼 깻잎 20g,"1,490원",딱 깻잎이 조금 필요할 때 !,채소,,https://img-cf.kurly.com/shop/data/goods/1583461623580l0.jpg,20g,깻잎
230,한끼 청상추 50g,"2,190원",싱그러움이 느껴지는 초록빛 상추,채소,,https://img-cf.kurly.com/shop/data/goods/1581917262748l0.jpg,50g,청상추
231,한끼 적상추 50g,"2,090원",소용량으로 부담 없이 즐기는,채소,,https://img-cf.kurly.com/shop/data/goods/1581914398514l0.jpg,50g,적상추
232,친환경 오이고추 100g,"1,550원",아삭아삭 씹히는 오이맛 고추,채소,,https://img-cf.kurly.com/shop/data/goods/1627373411930l0.jpg,100g,오이고추
233,[맛꾼푸드] 엿구마 바삭칩 50g,"3,600원",바삭바삭 달콤한 건강 간식,채소,,https://img-cf.kurly.com/shop/data/goods/1580957433932l0.jpg,50g,바삭칩
234,당귀잎 35g,"2,490원",향기가 남다른 건강 식재료,채소,,https://img-cf.kurly.com/shop/data/goods/1580447356481l0.jpg,35g,당귀잎
235,참나물 150g,"2,690원",활용도 높은 향긋한 나물,채소,,https://img-cf.kurly.com/shop/data/goods/1580447007352l0.jpg,150g,참나물
236,GAP 새싹삼 12뿌리,"9,990원",잎부터 뿌리까지 모두 먹는 삼,채소,,https://img-cf.kurly.com/shop/data/goods/1579489382664l0.jpg,12뿌리,새싹삼
237,친환경 영지버섯 40g,"6,990원",손쉽게 만나는 만년버섯,채소,,https://img-cf.kurly.com/shop/data/goods/1578383899164l0.jpg,40g,영지버섯
238,친환경 표고칩 40g,"4,990원",앙증맞게 썰어 낸 건표고버섯,채소,,https://img-cf.kurly.com/shop/data/goods/1578467861491l0.jpg,40g,표고칩
239,친환경 표고채 35g,"4,490원",말려서 더 깊어진 표고버섯의 풍미,채소,,https://img-cf.kurly.com/shop/data/goods/1578467729747l0.jpg,35g,표고채
240,친환경 상황버섯 20g,"7,490원",귀한 버섯을 손쉽게 즐기는 법!,채소,,https://img-cf.kurly.com/shop/data/goods/157838377582l0.jpg,20g,상황버섯
241,다진청양고추 180g (냉동),"5,900원",하나씩 쏙쏙 꺼내 쓰는 청양고추,채소,,https://img-cf.kurly.com/shop/data/goods/1621495726510l0.jpg,180g,180g
242,무농약 원료 인증 다진생강 180g (냉동),"6,900원",요리에 바로 더하는 깨끗한 생강,채소,,https://img-cf.kurly.com/shop/data/goods/1621496029801l0.jpg,180g,180g
243,친환경 GAP 황제버섯 200g,"2,790원",크기만큼 탁월한 맛과 영양,채소,,https://img-cf.kurly.com/shop/data/goods/161768632452l0.jpg,200g,황제버섯
244,[선물세트] 순수람 유기농 새싹보리,"32,400원",하루 한 스푼으로 채우는 새싹보리,채소,,https://img-cf.kurly.com/shop/data/goods/1579065729510l0.jpg,,유기농
245,딜 10g,"3,490원",청량함을 더해주는 연한 허브(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591850124143l0.jpg,10g,딜
246,타임 10g,"1,590원",짙게 퍼지는 상쾌한 향(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591850864789l0.jpg,10g,타임
247,로즈마리 10g,"1,490원",섬세하고 짙은 향기(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591855345914l0.jpg,10g,로즈마리
248,스위트 치즈 고구마 140g (냉동),"3,990원",간편하게 즐기는 달콤한 치즈 고구마,채소,,https://img-cf.kurly.com/shop/data/goods/1578625477634l0.jpg,140g,140g
249,바질 10g,"1,790원",푸르른 생기와 향긋함(10g/1팩),채소,,https://img-cf.kurly.com/shop/data/goods/1591853516135l0.jpg,10g,바질
250,한뿌리 수삼 45g,"3,490원",손질의 노고를 덜어줄 세척 수삼,채소,,https://img-cf.kurly.com/shop/data/goods/1576555719180l0.jpg,45g,수삼
251,수삼 200g,"11,900원",고품질 수삼으로 챙기는 건강,채소,,https://img-cf.kurly.com/shop/data/goods/157655589088l0.jpg,200g,수삼
252,깐 도라지 100g,"2,990원",깔끔하게 손질해 사용이 간편한,채소,,https://img-cf.kurly.com/shop/data/goods/157655557851l0.jpg,100g,도라지
253,[선물세트] 갈릭꼬 효소발효 황제마늘2종,"52,000원",효소 발효한 흑마늘을 간편하게 소분한,채소,,https://img-cf.kurly.com/shop/data/goods/1575017792149l0.jpg,,효소발효
254,상추&깻잎 간편쌈 120g,"4,490원",상추와 깻잎을 한번에!,채소,,https://img-cf.kurly.com/shop/data/goods/157501072795l0.jpg,120g,간편쌈
255,무농약 연근 2종,"6,490원","용도에 맞게 골라쓰는 무농약 연근(통연근 400g, 연근채 300g)",채소,,https://img-cf.kurly.com/shop/data/goods/1573625198765l0.jpg,2종,연근
256,[Clean Eating] 친환경 샐러드 2종,"5,690원",두세끼를 한 번에 해결할 수 있는 무농약 샐러드,채소,,https://img-cf.kurly.com/shop/data/goods/1574407950705l0.jpg,2종,샐러드
257,유기농 사포나리아 알로에 4입,"9,800원",가시만 제거하고 껍질째 생으로 먹는 알로에,채소,,https://img-cf.kurly.com/shop/data/goods/1573794789703l0.jpg,4입,알로에
258,컷팅 부추 100g,"1,490원",먹기 쉽게 컷팅된 소용량 부추(1봉/100g),채소,,https://img-cf.kurly.com/shop/data/goods/1573440043232l0.jpg,100g,부추
259,열무 500g,"2,990원",아삭아삭 씹히는 싱그러운 맛,채소,,https://img-cf.kurly.com/shop/data/goods/1604385030600l0.jpg,500g,열무
